,Industry,Sub Industry,Region,Company size,Annual revenue(USD),Contract value(USD),Contract length(m),Product usage hours(3m),Product usage hours(12m),Login frequency(30d),Active users,Licensed users,Analyst calls(6m),Support tickets(6m),Support escalations(6m),Avg resolution time(hrs),Nps score,Survey response count(12m),Discount,Account notes,Churn flag,Tenure(d),missing_discount,missing_licensed_users,missing_avg_resolution,missing_contract,missing_tenure,missing_support_esc,missing_analyst_calls,missing_product_usage(3m),missing_product_usage(12m),missing_nps_score,missing_contract_length,Utilization ratio,Utilization Bin,Resolution_Time_Bucket,NPS_Category,tenure_bucket
21635,Manufacturing,Cloud,Middle East,50,2357.1,69263.79,36,137.86,377.36,1.29,5,100,,1,0.0,32.25,-63,,0.2,renewal likely,0.0,197,0,0,0,0,0,0,1,0,0,0,0,0.05,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),6-12 months
21636,Finance,,Europe,500,43526.16,139519.56,24,152.07,667.23,16.69,4,20,0.0,5,0.0,52.63,91,2,,renewal likely,0.0,727,1,0,0,0,0,0,0,0,0,0,0,0.2,"(0.0, 0.2]",48h+,Promoter (51 to 100),18-24 months
21637,Energy,E-commerce,,200,,,36,-4.29,420.76,2.16,4,,3.0,3,1.0,6.34,,1,,low usage,0.0,539,1,1,0,1,0,0,0,0,0,1,0,,,6-12h,,12-18 months
21638,Healthcare,,Middle East,,141518.62,136505.72,24,101.03,465.09,10.1,9,,,2,1.0,83.3,,,0.05,bad experince,0.0,924,0,1,0,0,0,0,1,0,0,1,0,,,48h+,,2-3 years
21639,Technology,E-commerce,Latam,50,59570.36,73672.39,36,192.24,,14.88,6,100,,5,,20.4,-16,0,,,0.0,2208,1,0,0,0,0,1,1,0,1,0,0,0.06,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),5-10 years
21640,Healthcare,AI,Middle East,10000,37367.47,72314.92,12,,256.18,3.04,9,100,,1,1.0,57.61,28,2,0.2,satisfied,0.0,813,0,0,0,0,0,0,1,1,0,0,0,0.09,"(0.0, 0.2]",48h+,Passive (1 to 50),2-3 years
21641,Saas,,Latam,10000,73256.83,,24,115.05,380.69,4.95,6,10,,3,2.0,86.96,-21,2,0.1,satisfied,0.0,802,0,0,0,1,0,0,1,0,0,0,0,0.6,"(0.4, 0.6]",48h+,Detractor (-100 to 0),2-3 years
21642,Finance,,Europe,500,76907.82,164475.65,,143.64,497.39,0.46,5,,1.0,,,29.1,-45,1,0.15,,0.0,219,0,1,0,0,0,1,0,0,0,0,1,,,24-48h,Detractor (-100 to 0),6-12 months
21643,Technology,Infra,Europe,500,109720.21,59118.78,12,166.91,497.1,3.93,,,0.0,3,1.0,,-53,1,,,0.0,244,1,1,1,0,0,0,0,0,0,0,0,,,,Detractor (-100 to 0),6-12 months
21644,,Payments,Europe,5000,96349.53,,36,98.05,276.35,29.11,7,,0.0,2,0.0,16.81,-45,1,,satisfied,0.0,710,1,1,0,1,0,0,0,0,0,0,0,,,12-24h,Detractor (-100 to 0),18-24 months
21645,Retail,,Latam,500,,30352.23,12,154.58,389.72,8.85,5,10,,3,2.0,,82,2,,,0.0,,1,0,1,0,1,0,1,0,0,0,0,0.5,"(0.4, 0.6]",,Promoter (51 to 100),
21646,Saas,AI,Middle East,,83098.38,67615.65,24,208.75,248.44,4.78,2,10,,4,0.0,55.81,-54,1,,,0.0,,1,0,0,0,1,0,1,0,0,0,0,0.2,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
21647,Finance,E-commerce,Europe,200,141906.11,61974.44,36,132.55,187.56,0.34,8,100,2.0,3,,,,1,,pricing issue,0.0,788,1,0,1,0,0,1,0,0,0,1,0,0.08,"(0.0, 0.2]",,,2-3 years
21648,Finance,AI,North America,10000,69898.09,-817.71,,166.8,652.37,21.45,8,100,1.0,6,,51.95,61,,0.15,satisfied,0.0,19,0,0,0,0,0,1,0,0,0,0,1,0.08,"(0.0, 0.2]",48h+,Promoter (51 to 100),0-3 months
21649,,AI,North America,,,,24,240.2,583.14,4.68,6,,,2,1.0,79.96,-13,2,0.05,integration problem,0.0,190,0,1,0,1,0,0,1,0,0,0,0,,,48h+,Detractor (-100 to 0),6-12 months
21650,Finance,AI,Apac,1000,54476.71,,12,161.45,569.36,14.8,,50,3.0,4,0.0,,-91,1,,executive sponsor left,0.0,445,1,0,1,1,0,0,0,0,0,0,0,,,,Detractor (-100 to 0),12-18 months
21651,Finance,Payments,,,31604.44,85057.14,36,184.25,617.9,15.03,8,,2.0,4,,11.15,-60,1,,low usage,0.0,1690,1,1,0,0,0,1,0,0,0,0,0,,,6-12h,Detractor (-100 to 0),3-5 years
21652,Technology,,North America,50,192708.04,117638.92,36,,456.23,12.44,9,,2.0,5,1.0,58.05,-6,1,0.1,low usage,0.0,1350,0,1,0,0,0,0,0,1,0,0,0,,,48h+,Detractor (-100 to 0),3-5 years
21653,Manufacturing,Infra,North America,10000,173698.12,66696.57,,,625.74,12.6,6,,,4,0.0,58.12,65,2,,needs training,0.0,,1,1,0,0,1,0,1,1,0,0,1,,,48h+,Promoter (51 to 100),
21654,Retail,,Middle East,5000,14876.05,99960.54,,60.07,540.49,2.66,3,,,6,0.0,95.06,67,2,0.2,executive sponsor left,0.0,,0,1,0,0,1,0,1,0,0,0,1,,,48h+,Promoter (51 to 100),
21655,Healthcare,E-commerce,North America,5000,122742.2,,12,,,3.44,7,50,1.0,4,,70.58,41,2,0.1,,0.0,119,0,0,0,1,0,1,0,1,1,0,0,0.14,"(0.0, 0.2]",48h+,Passive (1 to 50),3-6 months
21656,Healthcare,AI,Latam,10000,28164.02,149740.15,,101.51,499.24,4.36,4,5,0.0,1,0.0,44.75,-80,1,0.05,pricing issue,0.0,481,0,0,0,0,0,0,0,0,0,0,1,0.8,"(0.6, 0.8]",24-48h,Detractor (-100 to 0),12-18 months
21657,Healthcare,Data,Apac,500,25524.99,153571.07,24,130.58,326.5,1.69,3,100,,2,1.0,,35,3,0.1,neutral,0.0,1155,0,0,1,0,0,0,1,0,0,0,0,0.03,"(0.0, 0.2]",,Passive (1 to 50),3-5 years
21658,Retail,Cybersecurity,North America,200,15602.45,,36,-4.72,547.44,7.22,,20,,2,,,-1,2,,executive sponsor left,0.0,3104,1,0,1,1,0,1,1,0,0,0,0,,,,Detractor (-100 to 0),5-10 years
21659,Technology,,North America,1000,35877.47,,,,557.63,,5,100,,1,,67.88,-73,0,0.15,pricing issue,0.0,,0,0,0,1,1,1,1,1,0,0,1,0.05,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
21660,Saas,,Apac,500,131690.64,63721.53,24,152.83,721.64,7.19,4,50,3.0,1,3.0,69.4,-19,2,0.1,neutral,0.0,949,0,0,0,0,0,0,0,0,0,0,0,0.08,"(0.0, 0.2]",48h+,Detractor (-100 to 0),2-3 years
21661,Finance,Infra,Apac,10000,106263.48,,48,72.43,284.52,11.85,3,10,,1,0.0,68.32,-11,1,,executive sponsor left,0.0,222,1,0,0,1,0,0,1,0,0,0,0,0.3,"(0.2, 0.4]",48h+,Detractor (-100 to 0),6-12 months
21662,Finance,,,500,21828.74,98759.9,24,,340.31,15.48,5,100,1.0,3,0.0,9.92,69,1,0.05,,0.0,753,0,0,0,0,0,0,0,1,0,0,0,0.05,"(0.0, 0.2]",6-12h,Promoter (51 to 100),2-3 years
21663,Finance,Data,Apac,1000,48529.45,80126.93,,142.9,407.76,18.07,6,100,0.0,5,0.0,,-73,1,,executive sponsor left,0.0,151,1,0,1,0,0,0,0,0,0,0,1,0.06,"(0.0, 0.2]",,Detractor (-100 to 0),3-6 months
21664,Technology,Cybersecurity,Europe,500,12169.73,140649.0,,141.89,601.07,11.09,9,5,,5,,36.34,-77,3,0.2,neutral,0.0,,0,0,0,0,1,1,1,0,0,0,1,1.8,,24-48h,Detractor (-100 to 0),
21665,Saas,,,500,,,,122.88,704.97,3.64,6,,1.0,3,,22.79,-50,2,,pricing issue,0.0,1933,1,1,0,1,0,1,0,0,0,0,1,,,12-24h,Detractor (-100 to 0),5-10 years
21666,Technology,AI,,,3210.47,,36,135.22,601.71,6.37,9,,,4,0.0,,-58,1,0.1,,0.0,1060,0,1,1,1,0,0,1,0,0,0,0,,,,Detractor (-100 to 0),2-3 years
21667,Technology,Cloud,Europe,5000,35818.49,40050.99,24,150.23,656.32,7.72,6,100,1.0,4,0.0,23.98,-5,1,0.05,,0.0,240,0,0,0,0,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),6-12 months
21668,Manufacturing,Cybersecurity,Apac,,,138784.62,12,60.26,149.74,,6,10,0.0,2,,27.42,13,1,0.1,integration problem,0.0,2290,0,0,0,0,0,1,0,0,0,0,0,0.6,"(0.4, 0.6]",24-48h,Passive (1 to 50),5-10 years
21669,Healthcare,Cybersecurity,Europe,1000,61480.13,,,31.35,600.38,0.54,9,,1.0,2,,64.5,56,1,,integration problem,0.0,1202,1,1,0,1,0,1,0,0,0,0,1,,,48h+,Promoter (51 to 100),3-5 years
21670,Technology,,Apac,1000,64610.65,87220.54,12,99.63,619.27,1.61,,,1.0,3,0.0,69.1,-17,2,0.2,integration problem,0.0,2063,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),5-10 years
21671,Finance,AI,Europe,1000,131611.18,92102.39,,79.62,467.41,2.16,6,,2.0,4,1.0,30.65,-94,1,,,0.0,,1,1,0,0,1,0,0,0,0,0,1,,,24-48h,Detractor (-100 to 0),
21672,Retail,,North America,10000,57483.12,134232.16,36,189.77,612.58,1.76,,20,1.0,,1.0,99.83,5,2,0.1,,0.0,,0,0,0,0,1,0,0,0,0,0,0,,,48h+,Passive (1 to 50),
21673,Retail,Cloud,Europe,500,102324.54,90688.5,48,20.59,534.57,16.04,5,100,1.0,,1.0,14.89,,2,,,0.0,4399,1,0,0,0,0,0,0,0,0,1,0,0.05,"(0.0, 0.2]",12-24h,,10+ years
21674,,AI,,50,313287.99,145569.28,36,166.72,386.32,4.57,5,20,0.0,3,0.0,8.24,-79,1,,pricing issue,0.0,,1,0,0,0,1,0,0,0,0,0,0,0.25,"(0.2, 0.4]",6-12h,Detractor (-100 to 0),
21675,,,Europe,1000,99331.89,51084.85,36,160.93,342.15,14.39,5,,1.0,2,,60.5,-65,,,satisfied,0.0,3749,1,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),10+ years
21676,Finance,E-commerce,North America,,,101656.77,36,170.61,647.2,0.62,11,,,4,1.0,57.26,-76,2,,needs training,0.0,544,1,1,0,0,0,0,1,0,0,0,0,,,48h+,Detractor (-100 to 0),18-24 months
21677,Healthcare,,,500,47070.74,,24,145.23,671.23,9.42,2,100,2.0,3,0.0,107.92,-43,2,,,0.0,1304,1,0,0,1,0,0,0,0,0,0,0,0.02,"(0.0, 0.2]",,Detractor (-100 to 0),3-5 years
21678,Healthcare,Payments,Europe,,,117178.3,,,504.47,3.03,3,,2.0,,,33.97,92,0,0.1,satisfied,0.0,480,0,1,0,0,0,1,0,1,0,0,1,,,24-48h,Promoter (51 to 100),12-18 months
21679,,AI,Middle East,,222216.17,,12,,394.82,15.83,6,50,1.0,0,1.0,70.63,-98,2,,,0.0,,1,0,0,1,1,0,0,1,0,0,0,0.12,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
21680,Finance,,Europe,500,58960.6,88515.92,12,151.89,651.13,3.1,6,100,,2,0.0,73.55,-47,2,0.2,renewal likely,0.0,436,0,0,0,0,0,0,1,0,0,0,0,0.06,"(0.0, 0.2]",48h+,Detractor (-100 to 0),12-18 months
21681,Saas,Cloud,North America,5000,256078.87,,12,225.94,886.36,4.34,7,,1.0,4,1.0,64.34,-77,0,,executive sponsor left,0.0,753,1,1,0,1,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),2-3 years
21682,Finance,E-commerce,Europe,,,148220.36,,,747.64,1.11,3,,3.0,4,,35.0,-26,0,0.2,bad experince,0.0,,0,1,0,0,1,1,0,1,0,0,1,,,24-48h,Detractor (-100 to 0),
21683,Finance,Cybersecurity,,,169952.25,78439.44,48,206.79,422.05,19.8,5,100,0.0,4,0.0,,16,3,,satisfied,0.0,252,1,0,1,0,0,0,0,0,0,0,0,0.05,"(0.0, 0.2]",,Passive (1 to 50),6-12 months
21684,Finance,,Apac,1000,200456.13,64777.09,12,,597.16,3.73,4,20,2.0,2,0.0,6.9,93,2,,executive sponsor left,0.0,2016,1,0,0,0,0,0,0,1,0,0,0,0.2,"(0.0, 0.2]",6-12h,Promoter (51 to 100),5-10 years
21685,Retail,Infra,Middle East,500,56140.54,31443.27,12,49.88,,18.13,9,,0.0,2,0.0,85.23,17,3,0.1,,0.0,666,0,1,0,0,0,0,0,0,1,0,0,,,48h+,Passive (1 to 50),18-24 months
21686,,Infra,Middle East,10000,54348.31,90078.7,12,,352.5,1.76,6,100,2.0,3,1.0,47.16,-2,1,0.2,low usage,0.0,445,0,0,0,0,0,0,0,1,0,0,0,0.06,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),12-18 months
21687,,E-commerce,North America,10000,6012.05,117644.36,12,239.21,527.72,1.46,5,5,1.0,2,0.0,10.31,30,0,,needs training,0.0,338,1,0,0,0,0,0,0,0,0,0,0,1.0,"(0.8, 1.0]",6-12h,Passive (1 to 50),6-12 months
21688,Energy,AI,Middle East,5000,28195.02,46816.55,36,246.08,472.56,8.61,5,,0.0,7,0.0,87.71,-65,0,0.05,,0.0,959,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),2-3 years
21689,Retail,,North America,1000,26774.47,,48,123.77,,5.95,6,100,1.0,5,0.0,,47,2,0.05,,0.0,87,0,0,1,1,0,0,0,0,1,0,0,0.06,"(0.0, 0.2]",,Passive (1 to 50),0-3 months
21690,Finance,Payments,Middle East,,519704.33,200132.55,24,36.69,644.94,9.43,8,,2.0,6,2.0,62.97,-89,0,0.05,bad experince,1.0,281,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),6-12 months
21691,Saas,Infra,North America,1000,63344.96,79195.74,36,136.49,478.76,3.68,3,20,0.0,,0.0,,67,0,0.0,,0.0,,0,0,1,0,1,0,0,0,0,0,0,0.15,"(0.0, 0.2]",,Promoter (51 to 100),
21692,Technology,,,,127116.56,65359.86,,162.29,627.98,2.24,4,5,,1,0.0,,-57,0,0.2,pricing issue,0.0,1005,0,0,1,0,0,0,1,0,0,0,1,0.8,"(0.6, 0.8]",,Detractor (-100 to 0),2-3 years
21693,Technology,AI,Middle East,,55832.41,91261.96,12,99.61,492.65,4.26,4,50,2.0,2,2.0,,-44,,,,0.0,579,1,0,1,0,0,0,0,0,0,0,0,0.08,"(0.0, 0.2]",,Detractor (-100 to 0),18-24 months
21694,Finance,E-commerce,North America,50,,69263.38,12,115.1,234.11,0.85,9,20,2.0,7,,,2,2,0.1,,0.0,,0,0,1,0,1,1,0,0,0,0,0,0.45,"(0.4, 0.6]",,Passive (1 to 50),
21695,Technology,,North America,1000,50582.79,125654.75,48,127.0,397.03,14.93,,,2.0,3,1.0,33.87,16,0,0.2,neutral,0.0,536,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),12-18 months
21696,Saas,Payments,,500,,64889.6,12,174.7,680.23,17.14,7,100,0.0,5,1.0,55.55,-22,1,0.1,pricing issue,0.0,320,0,0,0,0,0,0,0,0,0,0,0,0.07,"(0.0, 0.2]",48h+,Detractor (-100 to 0),6-12 months
21697,Saas,Cloud,Latam,5000,25239.16,134537.67,12,47.08,688.89,21.81,4,10,0.0,3,0.0,,14,1,0.1,,0.0,1209,0,0,1,0,0,0,0,0,0,0,0,0.4,"(0.2, 0.4]",,Passive (1 to 50),3-5 years
21698,Healthcare,,North America,10000,326477.83,50407.32,36,,,6.11,7,50,1.0,6,1.0,,,2,0.15,neutral,0.0,370,0,0,1,0,0,0,0,1,1,1,0,0.14,"(0.0, 0.2]",,,12-18 months
21699,Manufacturing,E-commerce,North America,500,,114844.05,12,96.64,276.99,1.87,,50,,3,0.0,8.53,75,2,0.1,,0.0,,0,0,0,0,1,0,1,0,0,0,0,,,6-12h,Promoter (51 to 100),
21700,Saas,Payments,Middle East,200,19058.22,43734.67,48,105.98,357.41,14.76,3,100,1.0,3,1.0,17.44,34,1,0.1,,0.0,,0,0,0,0,1,0,0,0,0,0,0,0.03,"(0.0, 0.2]",12-24h,Passive (1 to 50),
21701,Manufacturing,Infra,Latam,1000,191088.89,138229.73,24,,254.87,19.5,6,10,3.0,4,,20.28,-37,0,0.05,,0.0,208,0,0,0,0,0,1,0,1,0,0,0,0.6,"(0.4, 0.6]",12-24h,Detractor (-100 to 0),6-12 months
21702,Technology,Cybersecurity,North America,10000,,,24,64.77,280.7,6.69,5,10,3.0,1,0.0,31.68,-63,1,0.0,pricing issue,0.0,4598,0,0,0,1,0,0,0,0,0,0,0,0.5,"(0.4, 0.6]",24-48h,Detractor (-100 to 0),10+ years
21703,Manufacturing,E-commerce,,,79785.95,150080.59,36,,319.62,11.69,5,,0.0,9,,60.55,42,3,,neutral,0.0,1275,1,1,0,0,0,1,0,1,0,0,0,,,48h+,Passive (1 to 50),3-5 years
21704,Energy,,Middle East,1000,74852.4,,36,97.9,619.11,26.49,9,,,4,1.0,101.88,-34,0,0.2,,0.0,3281,0,1,0,1,0,0,1,0,0,0,0,,,,Detractor (-100 to 0),5-10 years
21705,Finance,Cybersecurity,North America,1000,212164.3,94522.78,12,76.86,566.71,5.74,9,,,3,,44.77,70,3,0.15,,0.0,88,0,1,0,0,0,1,1,0,0,0,0,,,24-48h,Promoter (51 to 100),0-3 months
21706,Manufacturing,,Middle East,1000,598443.0,60585.63,,,349.6,13.86,2,10,2.0,3,0.0,43.24,-9,1,,pricing issue,0.0,2997,1,0,0,0,0,0,0,1,0,0,1,0.2,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),5-10 years
21707,Finance,,Latam,10000,1953.84,182321.83,36,,268.39,9.5,3,,0.0,3,0.0,42.01,,4,,bad experince,0.0,218,1,1,0,0,0,0,0,1,0,1,0,,,24-48h,,6-12 months
21708,Finance,,North America,500,,107184.93,,2.5,457.35,12.67,11,50,,4,3.0,0.1,-51,4,0.05,,1.0,1886,0,0,0,0,0,0,1,0,0,0,1,0.22,"(0.2, 0.4]",<6h,Detractor (-100 to 0),5-10 years
21709,Technology,Payments,Europe,200,15943.37,72691.56,,59.96,477.37,3.54,4,5,1.0,,3.0,53.84,33,2,0.1,integration problem,0.0,,0,0,0,0,1,0,0,0,0,0,1,0.8,"(0.6, 0.8]",48h+,Passive (1 to 50),
21710,Finance,Payments,North America,10000,1685506.59,62120.93,36,178.03,751.0,6.54,8,10,,3,,59.64,-74,0,0.2,integration problem,0.0,539,0,0,0,0,0,1,1,0,0,0,0,0.8,"(0.6, 0.8]",48h+,Detractor (-100 to 0),12-18 months
21711,Technology,Data,Europe,500,19732.89,-205.81,,171.76,,2.93,1,,2.0,1,1.0,,-76,0,,neutral,0.0,565,1,1,1,0,0,0,0,0,1,0,1,,,,Detractor (-100 to 0),18-24 months
21712,Finance,Payments,Apac,1000,65511.02,127455.4,36,153.4,680.54,7.99,8,20,1.0,2,0.0,,-66,0,,needs training,0.0,,1,0,1,0,1,0,0,0,0,0,0,0.4,"(0.2, 0.4]",,Detractor (-100 to 0),
21713,Finance,,North America,10000,169759.44,151986.16,36,226.81,642.08,,3,50,,4,0.0,,-81,,0.1,bad experince,0.0,1435,0,0,1,0,0,0,1,0,0,0,0,0.06,"(0.0, 0.2]",,Detractor (-100 to 0),3-5 years
21714,Healthcare,Cybersecurity,Apac,,38628.88,,36,110.24,716.69,2.0,7,50,,2,1.0,35.49,84,1,0.0,,0.0,3348,0,0,0,1,0,0,1,0,0,0,0,0.14,"(0.0, 0.2]",24-48h,Promoter (51 to 100),5-10 years
21715,Manufacturing,,,,,,,74.79,400.22,2.24,1,20,0.0,6,,,-31,1,0.1,satisfied,0.0,1658,0,0,1,1,0,1,0,0,0,0,1,0.05,"(0.0, 0.2]",,Detractor (-100 to 0),3-5 years
21716,Healthcare,,Europe,50,28813.75,,24,91.82,,3.07,2,10,0.0,2,,8.94,9,2,0.1,needs training,0.0,1430,0,0,0,1,0,1,0,0,1,0,0,0.2,"(0.0, 0.2]",6-12h,Passive (1 to 50),3-5 years
21717,Saas,,,50,,,24,130.7,525.58,3.09,5,10,2.0,,1.0,54.14,-84,1,,low usage,0.0,2868,1,0,0,1,0,0,0,0,0,0,0,0.5,"(0.4, 0.6]",48h+,Detractor (-100 to 0),5-10 years
21718,Energy,Cybersecurity,Latam,5000,49354.52,116875.01,36,137.72,506.29,4.76,7,5,0.0,5,3.0,,,2,0.1,bad experince,0.0,619,0,0,1,0,0,0,0,0,0,1,0,1.4,,,,18-24 months
21719,Finance,Cloud,Latam,50,72401.36,113102.37,24,26.77,609.03,0.65,5,,1.0,4,0.0,41.28,30,3,0.0,,0.0,1099,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),3-5 years
21720,Healthcare,Infra,Europe,,95076.51,95829.93,24,158.73,393.41,47.81,5,20,0.0,3,0.0,42.2,66,2,0.2,,0.0,71,0,0,0,0,0,0,0,0,0,0,0,0.25,"(0.2, 0.4]",24-48h,Promoter (51 to 100),0-3 months
21721,Healthcare,Payments,,,,173275.96,36,188.97,339.36,8.32,4,5,,3,,,20,,0.2,pricing issue,0.0,177,0,0,1,0,0,1,1,0,0,0,0,0.8,"(0.6, 0.8]",,Passive (1 to 50),3-6 months
21722,Finance,Payments,North America,5000,63636.73,68361.85,48,62.41,303.33,2.76,6,10,1.0,3,1.0,43.76,-92,2,0.2,,0.0,83,0,0,0,0,0,0,0,0,0,0,0,0.6,"(0.4, 0.6]",24-48h,Detractor (-100 to 0),0-3 months
21723,Manufacturing,E-commerce,Apac,50,157355.29,118648.85,48,37.91,612.9,18.37,3,,0.0,,0.0,40.5,-10,3,0.1,,0.0,99,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Detractor (-100 to 0),3-6 months
21724,Technology,Infra,Latam,200,203775.85,,,24.85,717.61,,7,50,3.0,,,56.84,68,0,,needs training,0.0,,1,0,0,1,1,1,0,0,0,0,1,0.14,"(0.0, 0.2]",48h+,Promoter (51 to 100),
21725,Healthcare,,Europe,1000,6879.39,168773.97,12,85.27,747.88,6.19,5,50,3.0,2,,65.46,35,1,0.2,bad experince,0.0,,0,0,0,0,1,1,0,0,0,0,0,0.1,"(0.0, 0.2]",48h+,Passive (1 to 50),
21726,,Infra,,500,41960.46,2108.96,24,134.19,315.08,29.79,7,10,2.0,2,1.0,20.95,-20,2,,integration problem,0.0,,1,0,0,0,1,0,0,0,0,0,0,0.7,"(0.6, 0.8]",12-24h,Detractor (-100 to 0),
21727,Healthcare,,North America,,47938.73,82177.76,,57.96,486.23,0.45,5,,,6,0.0,54.8,-89,1,0.1,,0.0,81,0,1,0,0,0,0,1,0,0,0,1,,,48h+,Detractor (-100 to 0),0-3 months
21728,,Cybersecurity,North America,1000,383359.59,25897.83,,74.96,430.22,0.21,,10,1.0,3,0.0,27.01,48,0,0.1,neutral,0.0,,0,0,0,0,1,0,0,0,0,0,1,,,24-48h,Passive (1 to 50),
21729,Healthcare,E-commerce,North America,,17556.34,17251.67,,73.77,705.53,4.91,8,50,2.0,4,1.0,,43,1,0.0,satisfied,0.0,8220,0,0,1,0,0,0,0,0,0,0,1,0.16,"(0.0, 0.2]",,Passive (1 to 50),10+ years
21730,Saas,,North America,1000,301879.4,,12,96.81,784.11,38.51,7,5,2.0,2,0.0,71.74,-13,0,,,0.0,940,1,0,0,1,0,0,0,0,0,0,0,1.4,,48h+,Detractor (-100 to 0),2-3 years
21731,Retail,,North America,5000,397210.93,155263.17,12,84.64,685.59,4.29,5,,2.0,1,0.0,24.7,73,1,0.0,,0.0,729,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Promoter (51 to 100),18-24 months
21732,,Cloud,North America,500,149998.52,19493.54,48,85.63,746.99,5.45,6,,1.0,7,,67.47,-12,1,,satisfied,0.0,471,1,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),12-18 months
21733,Energy,Data,Europe,10000,40528.31,,12,92.04,512.02,15.47,5,100,,1,1.0,12.24,-75,1,0.1,bad experince,0.0,,0,0,0,1,1,0,1,0,0,0,0,0.05,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),
21734,Healthcare,Cloud,Latam,1000,7803.02,72734.94,,130.35,628.44,16.07,1,20,3.0,4,1.0,55.45,5,1,,,0.0,360,1,0,0,0,0,0,0,0,0,0,1,0.05,"(0.0, 0.2]",48h+,Passive (1 to 50),6-12 months
21735,Manufacturing,,Apac,200,34219.61,125215.08,24,204.77,257.64,0.9,3,100,,5,1.0,41.48,,,0.0,low usage,0.0,,0,0,0,0,1,0,1,0,0,1,0,0.03,"(0.0, 0.2]",24-48h,,
21736,Energy,Data,Apac,1000,,,,206.43,,7.61,10,20,1.0,5,,86.66,-67,1,0.1,,0.0,817,0,0,0,1,0,1,0,0,1,0,1,0.5,"(0.4, 0.6]",48h+,Detractor (-100 to 0),2-3 years
21737,Technology,E-commerce,,500,78284.77,,12,198.8,,7.22,3,100,,4,,84.48,-67,0,0.1,renewal likely,0.0,,0,0,0,1,1,1,1,0,1,0,0,0.03,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
21738,Healthcare,E-commerce,Apac,1000,15631.89,164336.27,48,,781.76,7.75,1,10,,5,0.0,40.61,-8,,,integration problem,0.0,3359,1,0,0,0,0,0,1,1,0,0,0,0.1,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),5-10 years
21739,Saas,,North America,50,157295.81,41033.87,36,97.65,745.52,3.27,4,5,0.0,3,1.0,,63,2,,bad experince,0.0,529,1,0,1,0,0,0,0,0,0,0,0,0.8,"(0.6, 0.8]",,Promoter (51 to 100),12-18 months
21740,Technology,E-commerce,North America,500,126051.97,55567.71,48,-13.55,545.54,43.93,6,,0.0,,0.0,31.4,-53,0,0.1,executive sponsor left,1.0,117,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Detractor (-100 to 0),3-6 months
21741,Technology,,Apac,10000,192097.78,118827.77,24,107.43,696.15,,9,,1.0,5,,,-69,0,0.15,needs training,0.0,2340,0,1,1,0,0,1,0,0,0,0,0,,,,Detractor (-100 to 0),5-10 years
21742,Energy,E-commerce,,10000,30480.69,,24,83.33,670.72,10.59,5,100,1.0,1,3.0,28.9,28,2,0.2,,0.0,156,0,0,0,1,0,0,0,0,0,0,0,0.05,"(0.0, 0.2]",24-48h,Passive (1 to 50),3-6 months
21743,Healthcare,,Europe,5000,19323.91,121821.02,12,,659.59,3.76,9,5,3.0,3,,,-86,0,,pricing issue,0.0,260,1,0,1,0,0,1,0,1,0,0,0,1.8,,,Detractor (-100 to 0),6-12 months
21744,Manufacturing,Data,Latam,500,129262.37,88062.72,,227.66,597.74,17.97,2,100,,4,0.0,62.11,-24,1,,needs training,0.0,4083,1,0,0,0,0,0,1,0,0,0,1,0.02,"(0.0, 0.2]",48h+,Detractor (-100 to 0),10+ years
21745,Energy,Data,North America,200,5468.48,,24,,823.13,6.51,,100,3.0,3,,,-6,1,0.1,pricing issue,0.0,76,0,0,1,1,0,1,0,1,0,0,0,,,,Detractor (-100 to 0),0-3 months
21746,Technology,Infra,Latam,1000,22444.67,36916.41,12,211.13,891.04,0.15,,5,3.0,4,2.0,68.8,,,0.2,,0.0,,0,0,0,0,1,0,0,0,0,1,0,,,48h+,,
21747,Finance,Data,Middle East,,9530.95,,,48.83,,4.45,12,10,1.0,3,2.0,70.1,,1,0.1,neutral,0.0,1255,0,0,0,1,0,0,0,0,1,1,1,1.2,,48h+,,3-5 years
