client_id,industry,region,sub_industry,revenue,tenure_months,employee_count,account_tier,monthly_logins_3m,monthly_logins_12m,downloads_3m,downloads_12m,inquiries_3m,inquiries_12m,webinar_attendance_12m,analyst_calls_12m,portal_time_spent_3m,portal_time_spent_12m,report_views_3m,report_views_12m,benchmarking_participation,active_users_count,feature_adoption_score,tickets_raised_12m,avg_ticket_resolution_time,ticket_satisfaction_score,escalations_12m,onboarding_score,renewal_meetings_attended,nps_score,satisfaction_score,relationship_strength,decision_maker_engagement,churn_flag
C5888,Technology,EMEA,SubIndustry_22,634.9343071,168,,Silver,7,23,27,29,1,3,1,1,51.5022856,,2,6,no,17,61.35012535,2,28.56079177,3,0,0.062792493,3,23,7,1,0,0
C5889,Retail,LATAM,SubIndustry_19,297.9548142,29,12328,Gold,9,19,27,4,2,5,2,4,179.9925888,603.0952519,3,7,Y,46,15.28925655,2,77.26313136,5,0,0.866899134,2,-7,2,3,1,0
C5890,Manufacturing,NA,SubIndustry_13,789.3372339,101,34754,Silver,4,27,11,18,0,8,4,3,66.00798795,546.8760006,0,6,,33,66.45737341,4,1.812903424,1,0,,0,32,,5,0,0
C5891,,EMEA,SubIndustry_19,267.3520342,114,4897,Gold,29,19,13,15,0,5,3,2,96.87098648,340.7917582,0,11,no,21,,3,2.399362087,2,0,0.061531727,4,28,4,1,0,0
C5892,Retail,APAC,SubIndustry_19,718.4478884,112,34433,Gold,0,6,19,6,1,2,6,4,43.7660076,624.036641,3,1,N,2,57.36324176,0,,1,0,0.311265925,20,39,7,1,1,1
C5893,,,SubIndustry_10,389.9710203,42,37114,Bronze,43,,1,10,0,2,2,7,107.2527551,877.2121923,2,5,Y,4,34.85485028,,,2,0,0.007435136,1,47,6,3,0,0
C5894,Retail,NA,SubIndustry_1,532.7851907,29,22539,Gold,31,8,37,0,0,3,1,4,155.0878419,669.7089398,,,yes,8,60.0044528,1,43.8651902,3,0,0.218251669,1,63,7,3,1,0
C5895,BFSI,NA,SubIndustry_12,545.197492,21,18554,Silver,,44,2,25,1,3,2,4,197.9591422,503.6699853,0,,no,46,55.79020994,,72.58549255,3,0,0.219969006,20,-3,5,3,1,0
C5896,Pharma,EMEA,SubIndustry_12,539.5414881,97,26385,Silver,13,29,50,17,0,8,1,0,116.0790873,554.4888445,1,2,N,44,69.55317087,1,,,0,0.417778514,10,-36,4,4,1,1
C5897,BFSI,APAC,SubIndustry_8,,123,26082,Silver,32,59,23,19,0,3,1,8,165.0404706,565.9389338,3,7,,31,24.23391772,2,38.83841219,2,1,0.8424643,4,-27,6,2,2,0
C5898,,NA,SubIndustry_16,578.2918996,63,49608,Gold,22,7,26,17,,6,,5,123.3570266,588.6430248,2,7,,48,63.96112062,7,,2,0,0.287352357,2,,9,4,2,0
C5899,Retail,NA,SubIndustry_14,656.729826,38,41804,Gold,,18,0,13,1,3,,,67.23594517,424.3342261,3,5,0,,,1,46.36895738,3,0,0.756004161,5,93,4,4,1,0
C5900,Manufacturing,NA,SubIndustry_23,592.9239921,140,27466,Bronze,16,16,23,21,0,5,,4,123.0797385,704.3302591,,6,0,9,50.54593443,5,70.49003325,4,0,0.2138439,,49,,1,2,0
C5901,Retail,NA,SubIndustry_21,247.1089482,33,33934,Gold,34,17,,23,1,5,4,2,144.2771681,495.3380342,,1,Y,3,68.29479195,4,21.29996748,,3,0.013374988,,-2,10,2,2,0
C5902,BFSI,NA,SubIndustry_28,553.9598149,1,5833,,30,17,24,9,0,2,0,,,419.4272928,1,8,yes,10,76.78277656,4,,5,0,0.255395554,20,16,9,1,2,0
C5903,Retail,NA,SubIndustry_25,,28,37005,Gold,30,26,21,,0,6,4,4,146.3923671,847.7316054,2,,N,24,93.55127096,3,,2,0,0.737020514,3,99,8,3,0,0
C5904,,NA,SubIndustry_22,278.1475044,78,,Bronze,17,,16,,0,3,1,1,145.5504544,613.1831477,1,3,,5,51.59806845,5,18.27358862,2,0,0.641877196,,-20,3,1,0,0
C5905,Manufacturing,NA,SubIndustry_27,442.0320215,117,46182,Gold,27,32,25,25,1,5,1,1,52.42361339,512.4452529,6,5,yes,29,66.13753018,3,34.71521859,5,0,,3,19,6,3,1,0
C5906,Retail,LATAM,SubIndustry_20,536.6471198,59,18564,,13,36,14,40,1,4,1,4,110.4563575,822.5619487,2,9,Y,22,12.54086075,1,62.6436652,1,0,0.105470974,2,67,4,2,0,0
C5907,Technology,NA,SubIndustry_21,549.9350056,49,15483,Gold,,9,24,21,2,3,2,5,88.14709334,653.1723198,2,6,1,31,86.2813451,1,65.557631,3,0,0.266854649,10,6,6,4,0,0
,,NA,SubIndustry_21,,45,10733,Gold,22,42,42,2,1,4,1,3,,472.6926998,,5,N,,,2,12.350576,4,1,0.712836546,3,68,4,5,1,0
C5909,,NA,,,123,20376,Silver,30,13,38,,2,5,1,5,,648.1556048,3,6,N,10,85.8188727,2,43.22065439,1,0,0.13540397,5,48,1,5,1,0
C5910,Retail,LATAM,SubIndustry_15,,,20713,Bronze,20,35,22,18,0,5,4,4,,681.9762327,4,8,,24,,4,38.9495289,4,0,0.299796413,4,66,7,5,0,0
C5911,Pharma,,SubIndustry_24,603.4212754,115,14963,Gold,0,21,2,9,0,4,2,2,111.696178,593.8290528,2,10,1,22,93.39979776,4,70.58845033,4,0,0.384419353,20,74,1,1,1,0
C5912,Manufacturing,APAC,SubIndustry_9,519.0618066,20,2762,Gold,15,44,16,,2,3,,2,72.8795267,371.2834149,2,7,,23,77.09180046,4,24.27903148,3,,0.300893645,4,-21,9,1,0,0
C5913,,NA,SubIndustry_28,653.4450927,85,49566,Silver,23,44,26,37,2,1,3,1,17.00123163,636.5150731,2,3,yes,6,37.35269843,,56.75012168,3,0,,,95,3,3,2,0
C5914,Retail,APAC,SubIndustry_19,597.3976278,144,,Gold,,35,27,36,1,4,1,1,85.2299852,579.0739383,3,4,,31,64.98559038,1,59.76475267,2,0,0.013207546,20,13,1,1,2,0
C5915,BFSI,,,489.1023812,140,48192,,33,44,36,,,1,3,3,93.68714094,860.2185072,0,5,yes,3,96.75385192,1,54.12525336,,0,0.577844188,,-62,9,,,0
C5916,Pharma,NA,SubIndustry_26,930.3965134,52,12547,Silver,36,,2,27,2,3,6,2,72.52554447,877.2888954,1,10,N,18,51.6226992,0,35.94236606,3,0,0.00222041,2,31,7,2,0,0
C5917,Manufacturing,EMEA,,390.7633273,148,45240,Gold,14,52,35,46,0,,0,1,130.5995778,884.5281707,2,,yes,25,49.90818421,3,78.18536885,1,0,0.467866614,3,83,2,1,0,0
C5918,BFSI,APAC,SubIndustry_28,790.8913913,173,38321,,47,16,30,,0,7,2,,153.964853,364.7284064,0,,1,48,87.41774194,5,56.46866612,3,0,0.533617946,2,-41,7,4,1,0
C5919,Retail,APAC,SubIndustry_4,229.1414147,,32268,Silver,27,8,39,32,2,5,4,,171.6100085,29.32986831,,10,N,27,66.7067215,0,34.87416574,,1,0.350771949,2,54,2,3,2,0
C5920,BFSI,,SubIndustry_19,662.7233073,114,12931,Gold,2,1,1,8,0,3,6,3,115.6613662,638.5661325,3,6,yes,,39.72464682,,37.15760293,3,0,0.012787806,3,76,4,2,0,0
C5921,,LATAM,SubIndustry_16,787.3136703,2,4649,Gold,1,15,,32,0,3,2,7,,728.7924151,0,6,Y,10,87.70933043,2,19.05932469,3,0,0.587544418,2,3,2,4,2,0
C5922,BFSI,NA,SubIndustry_9,118.5561858,,12814,,10,15,5,5,0,3,1,1,154.521375,748.0565183,0,9,N,,65.60484656,4,58.71057648,2,1,0.9159858,10,-20,7,4,,0
C5923,Manufacturing,,,527.7901146,26,5466,Gold,7,15,,21,0,5,4,2,16.01270257,54.76323779,1,4,1,21,22.81445102,2,44.91083349,3,0,0.81594534,5,23,2,,2,0
C5924,BFSI,NA,SubIndustry_20,643.0828082,161,,Bronze,24,19,9,32,0,6,1,2,89.52199356,456.123461,1,7,N,15,7.163620387,5,71.4846858,3,0,0.829389735,4,-24,1,1,2,1
C5925,,,SubIndustry_19,550.3927208,170,12781,Silver,9,28,29,26,1,5,2,5,199.7043101,,5,10,yes,12,80.18065536,5,66.85257442,3,1,0.139517362,2,-29,10,4,1,0
C5926,Technology,NA,SubIndustry_5,,94,27357,Gold,24,12,23,19,1,5,1,5,148.5328348,601.5827368,0,6,yes,47,,1,46.00662565,3,0,0.205694187,1,-39,4,5,2,0
C5927,Manufacturing,APAC,SubIndustry_11,527.2446325,65,2035,Gold,17,3,16,24,0,10,2,2,95.20773804,783.4611985,1,5,yes,34,45.74622706,1,45.32142559,3,1,0.545024891,1,74,6,4,2,0
C5928,Manufacturing,NA,SubIndustry_20,281.1504347,110,32003,Silver,35,21,42,27,1,3,2,3,148.9869264,617.8745969,1,4,Y,37,86.26188846,2,45.37811461,3,0,0.427358572,3,41,5,5,0,0
C5929,Technology,NA,SubIndustry_18,973.6091184,8,12727,Silver,18,31,31,8,2,7,0,2,141.8758238,432.6748993,2,6,1,5,37.41260279,,26.8164131,,0,0.878336749,,-80,5,4,1,0
C5930,,NA,SubIndustry_1,399.2924273,65,14300,Gold,4,23,12,7,2,7,1,4,230.3321255,,,,0,46,,0,32.2864159,,0,0.262435561,5,8,6,2,2,1
C5931,,NA,SubIndustry_12,586.8322478,110,30724,,3,10,4,0,1,1,3,3,228.636398,647.8551713,1,8,1,39,13.52337972,5,43.36700696,2,0,0.772138579,4,-5,8,3,1,0
C5932,BFSI,APAC,SubIndustry_21,370.6320646,138,2617,Bronze,28,31,36,18,0,0,2,1,128.2884215,415.3453335,0,5,N,48,17.12473882,1,31.79043619,3,0,0.226940519,2,74,1,2,0,0
C5933,Pharma,NA,SubIndustry_19,44.827362,32,,Silver,,,5,43,1,6,2,1,155.9278782,602.9644646,3,6,1,11,42.79566382,5,74.62754795,,0,0.261913526,2,-50,1,5,0,0
C5934,Retail,EMEA,SubIndustry_10,315.0974253,51,8203,Silver,26,34,29,4,0,2,3,1,119.4427918,746.7882245,2,5,N,1,22.45588286,3,80.54036833,4,0,0.601127406,20,7,9,2,,0
C5935,Manufacturing,NA,SubIndustry_14,210.4786615,168,12134,Silver,51,38,15,0,1,5,,1,76.86336375,612.404813,0,2,1,10,33.45121926,6,,,0,0.614618974,1,-50,6,1,2,0
C5936,,NA,SubIndustry_12,718.3135078,66,18345,Silver,9,36,19,45,0,1,,6,119.6951971,925.496369,0,4,0,8,84.50893286,4,60.14787968,2,1,0.653862486,1,27,8,4,1,0
C5937,BFSI,NA,SubIndustry_25,378.6263968,31,,Gold,,19,43,20,1,5,3,3,100.4403307,,2,7,yes,29,54.75006729,4,24.99144066,3,0,0.519422765,1,16,1,4,1,0
C5938,BFSI,NA,SubIndustry_2,397.1817322,68,,Gold,3,17,27,6,0,3,2,3,161.3379692,566.7376497,1,6,,13,46.36632823,4,,4,0,0.906004657,10,-85,2,3,1,1
C5939,BFSI,APAC,SubIndustry_13,287.1338575,12,29653,Gold,29,29,44,17,,4,,2,63.37420428,503.4222511,1,6,N,,39.12206929,3,34.89676765,3,0,0.777287503,5,92,10,5,2,0
C5940,Retail,EMEA,SubIndustry_7,518.8070797,31,31983,Bronze,39,24,,10,3,4,0,7,80.68620562,300.5673331,2,,yes,49,74.76172935,3,73.66123561,2,0,0.284955465,2,-49,5,2,2,0
C5941,,NA,SubIndustry_27,,23,29376,Gold,1,30,23,14,1,1,,3,126.1874017,1046.032663,0,4,Y,49,3.098462836,5,31.30181052,2,0,,10,-54,9,5,1,1
C5942,BFSI,EMEA,SubIndustry_8,698.4709462,161,32402,Bronze,35,10,17,23,0,2,4,1,93.72687756,845.8994966,0,6,no,9,91.99892039,3,54.31580811,1,0,0.602138933,10,80,3,5,2,0
C5943,Technology,NA,SubIndustry_14,560.4078646,,,Silver,48,18,20,16,,4,3,,56.75461198,163.6404326,2,5,,35,64.44963548,,61.29154914,3,0,0.776918861,0,,8,3,0,0
C5944,Pharma,NA,SubIndustry_22,385.6348429,124,34434,Gold,6,27,6,28,0,,1,,,553.3455037,0,6,no,44,68.49358136,4,74.40822498,1,0,0.043755078,20,,2,2,2,0
C5945,BFSI,,SubIndustry_17,670.0466104,80,,Bronze,45,,20,,1,4,3,2,219.3806671,207.5470451,2,,,39,63.02580959,5,57.32496311,2,0,0.441645219,1,67,6,4,0,0
,BFSI,NA,SubIndustry_7,501.5881046,15,,Gold,7,6,16,,0,3,4,,158.5389092,1058.766758,0,7,,29,35.57327845,7,99.57790453,3,0,0.625150394,5,-49,9,4,0,0
C5947,BFSI,EMEA,SubIndustry_10,504.2993811,169,45220,Gold,22,42,12,15,0,4,4,5,50.44412518,946.9610337,,11,1,3,19.1638373,5,14.39276741,3,0,0.949800917,1,9,9,5,0,0
C5948,Manufacturing,EMEA,SubIndustry_28,207.4730193,104,,Silver,58,46,11,42,0,5,2,3,225.1724132,905.2465485,0,4,1,12,72.11560284,4,48.46460055,1,0,,20,-60,7,4,1,0
C5949,Technology,,SubIndustry_28,485.7827734,,33570,Silver,12,13,,35,0,6,0,6,143.9472655,865.7504143,,6,0,48,25.24463881,1,,5,0,0.21574009,20,-59,5,5,2,1
C5950,,LATAM,SubIndustry_26,564.3089279,78,26557,Gold,15,11,34,31,0,,3,0,66.72084531,507.8454948,2,10,no,43,9.594783546,5,65.00864222,,1,0.358342588,5,-30,3,2,1,1
,BFSI,NA,SubIndustry_4,766.7133644,12,39752,,19,11,22,20,2,,1,4,155.6897171,884.6776492,1,7,N,27,13.92028384,3,56.43814147,3,0,0.670810584,1,11,5,2,2,0
C5952,Technology,NA,,,27,8035,Gold,13,16,16,12,1,3,0,3,203.3675269,667.5883011,2,9,,29,61.83380573,1,49.44912645,3,0,0.524291374,0,49,6,3,2,0
C5953,Manufacturing,NA,SubIndustry_14,955.6217247,111,24956,Gold,47,,,8,0,6,,5,137.7273146,665.155626,0,,Y,26,11.72629979,1,38.6300093,2,0,0.296817,,58,10,5,2,0
C5954,BFSI,NA,SubIndustry_26,611.3736634,158,35861,Gold,22,11,,,0,5,,5,56.0862808,657.156095,1,2,Y,29,67.75212616,,97.37348515,3,0,0.672576045,3,,7,4,0,0
C5955,Manufacturing,,SubIndustry_25,196.1176248,4,,Gold,47,,17,29,0,5,0,3,197.7319795,498.6384804,2,4,1,19,1.640542328,4,67.49439235,,0,0.437759077,4,-73,4,1,,0
C5956,BFSI,APAC,SubIndustry_6,,54,19820,Bronze,,24,2,,0,4,1,1,102.7391861,201.8582946,5,12,1,3,79.07915933,3,,4,1,,1,-17,5,,0,0
C5957,Retail,EMEA,SubIndustry_20,784.1998328,95,40274,Bronze,2,31,16,34,0,2,4,3,105.7896078,,1,4,0,34,2.313925983,3,34.40182905,2,0,0.066033505,0,47,8,5,2,1
C5958,Technology,EMEA,SubIndustry_17,748.6458286,162,21111,Silver,33,35,46,21,0,3,2,2,161.7487948,452.9408856,0,8,,25,45.93824534,5,47.82240635,3,0,0.119811424,5,-83,2,1,2,0
C5959,Technology,NA,SubIndustry_27,503.6186963,84,8932,Bronze,18,38,17,12,1,3,1,,262.2758011,918.9413086,4,6,Y,10,12.26106273,0,17.53504526,5,0,0.41203505,4,-29,3,1,0,0
C5960,Retail,EMEA,SubIndustry_11,529.9835406,146,14866,,21,30,6,18,0,6,,2,95.90737004,645.8073149,0,4,1,44,2.172716558,2,36.18134892,3,0,0.978483742,,0,10,,0,0
C5961,,APAC,SubIndustry_11,267.0779453,175,18137,Silver,48,,8,,0,5,,5,232.9675988,746.8862884,0,3,no,45,,2,,2,0,0.910820362,1,-28,,5,1,1
C5962,Retail,EMEA,SubIndustry_3,764.288548,106,6837,Gold,12,19,33,17,3,3,2,3,149.3871996,473.8782978,2,9,no,15,31.98051509,2,38.21262577,4,0,0.019335529,1,75,3,1,1,0
C5963,Technology,,SubIndustry_28,302.4465826,130,46270,Gold,19,32,50,2,2,2,4,2,94.22192867,730.0875149,2,10,N,8,54.2692631,2,43.36568117,,0,0.486534236,10,4,9,4,0,0
C5964,Retail,,SubIndustry_10,668.9482222,121,45387,Silver,44,36,35,16,0,3,3,2,110.0177152,574.3854811,0,6,0,25,84.5440379,4,39.93643645,2,0,0.912230726,0,22,,1,1,0
C5965,Technology,NA,SubIndustry_20,770.4084737,73,2387,Silver,17,2,7,21,0,4,5,1,151.8620245,616.2824458,1,7,yes,30,67.62655933,3,29.54023574,3,1,0.845547629,2,-23,8,3,2,0
C5966,Pharma,EMEA,SubIndustry_5,509.6311108,16,46822,Gold,24,40,45,,0,7,2,3,176.1229054,438.5391825,3,,no,36,89.87987992,3,,3,0,0.748144242,10,38,10,1,2,0
C5967,BFSI,EMEA,SubIndustry_20,693.5222732,140,19385,Bronze,15,54,47,20,2,2,1,,183.4308889,698.7394109,2,5,Y,18,86.89353155,4,33.00890062,5,0,0.352264057,10,,3,3,0,0
C5968,Pharma,NA,SubIndustry_9,,133,43389,Silver,15,13,9,24,0,4,1,0,139.4597384,515.6753443,1,2,Y,5,68.84198407,6,46.37616399,4,0,0.56949803,5,44,3,5,2,0
C5969,Technology,APAC,SubIndustry_26,553.5937598,167,7865,Silver,10,20,44,28,1,5,3,0,121.1812197,418.3617241,2,8,N,,9.883366615,,22.24786191,2,1,,,-100,1,2,1,1
C5970,Technology,APAC,SubIndustry_14,464.9396367,143,47556,Gold,0,36,6,20,1,,1,4,93.70622556,811.069115,2,10,no,,64.93550316,1,,1,0,,0,45,4,5,1,1
C5971,BFSI,NA,SubIndustry_0,486.6294285,72,25882,Silver,10,2,24,7,1,2,5,1,168.3709942,788.1997239,1,8,Y,14,76.90089986,2,37.53425825,3,,0.195695068,10,-67,8,2,2,0
C5972,Technology,LATAM,SubIndustry_16,351.4024195,88,8273,Silver,25,27,47,6,2,2,1,,140.3199078,757.7302365,2,4,N,5,91.72016148,4,31.3893918,1,0,0.820744103,,12,7,4,,0
C5973,Technology,EMEA,SubIndustry_2,346.8832415,147,16198,Silver,5,,6,35,0,5,3,7,202.5349015,460.5831893,1,4,yes,,89.25073556,1,67.70417474,,0,0.525580795,,42,10,3,2,0
C5974,BFSI,APAC,SubIndustry_24,588.4813528,101,24817,Silver,,5,31,28,0,4,1,2,13.37582322,565.1851187,4,7,1,14,92.87155723,4,66.47540779,,0,0.833527706,20,-87,5,5,2,0
C5975,,APAC,SubIndustry_10,467.2100356,82,4552,Gold,35,0,34,4,0,2,2,5,10.10449124,649.8423831,2,7,no,16,72.81848837,7,30.66446124,3,0,0.520335986,10,88,7,3,1,0
C5976,BFSI,EMEA,SubIndustry_17,565.5138354,85,24458,Silver,,51,25,12,1,3,2,2,75.48325371,737.1263378,4,3,yes,19,33.44032687,2,74.37064527,1,1,0.122003152,2,14,,3,1,0
C5977,BFSI,APAC,SubIndustry_9,202.01277,49,22136,Gold,,26,2,40,1,3,1,,132.3488156,687.8123193,1,7,Y,46,83.44025566,0,3.982355899,,0,0.895816492,20,-6,1,,1,0
,Retail,NA,SubIndustry_20,481.476235,123,15707,Silver,29,24,22,7,0,2,1,3,199.7051612,628.0176297,1,7,0,,44.48407842,3,,4,0,0.59584368,0,75,,3,0,0
,Retail,NA,,706.02357,39,,Gold,7,44,7,66,0,2,,2,,654.2799216,0,3,,6,99.67132709,6,23.51022764,,0,0.374428121,1,-67,10,4,1,0
C5980,,EMEA,SubIndustry_6,276.2151446,78,4019,Bronze,5,44,30,27,0,5,0,4,62.70874355,,1,7,Y,15,99.62012835,4,23.02711934,5,1,0.117922229,10,47,,3,2,0
C5981,BFSI,APAC,SubIndustry_10,503.3052828,143,38157,Silver,16,1,40,24,0,,1,2,10.8100531,598.8408845,4,6,0,49,8.497765509,3,53.66378837,1,0,0.675134804,4,40,5,3,1,0
,Pharma,APAC,SubIndustry_7,129.0781378,,16120,Bronze,16,12,42,34,1,,2,3,179.2771354,553.1426141,4,5,,14,21.41819296,1,85.12022342,2,0,0.617724914,5,-79,,1,2,0
C5983,,EMEA,SubIndustry_1,238.9075955,,,Bronze,40,16,,11,2,7,3,3,51.16359204,878.9871947,0,7,yes,25,42.63224953,0,74.49676094,3,1,0.490197887,1,-15,1,1,2,0
C5984,BFSI,EMEA,SubIndustry_4,661.5321775,113,18813,Gold,23,27,7,35,0,5,3,5,160.8284247,381.4060823,3,3,yes,28,88.58657645,4,93.69765932,2,0,0.434259019,1,20,4,5,0,0
C5985,BFSI,NA,,438.1431413,45,46181,Silver,9,8,0,,0,7,1,0,181.138038,438.1912214,2,8,1,49,59.22631322,1,50.90152232,3,1,0.937626878,20,3,10,4,1,0
C5986,Retail,LATAM,SubIndustry_0,864.4145731,67,41863,Bronze,,52,1,26,0,2,1,4,122.0964112,577.5800397,1,6,Y,29,16.7213956,2,41.23316892,3,1,0.822010591,0,57,10,3,2,0
C5987,Pharma,NA,SubIndustry_16,586.4886221,6,18490,Bronze,7,10,15,27,,6,0,2,139.4221635,492.87995,,10,1,13,93.62364047,4,50.57583801,4,0,0.782050454,20,-14,1,,2,0
C5988,,APAC,SubIndustry_9,606.119133,70,39141,Gold,30,3,33,48,1,1,5,4,215.1592896,,2,12,N,8,65.80049792,1,93.28474279,3,0,0.045589888,2,-18,9,3,2,0
C5989,Technology,EMEA,SubIndustry_7,284.70359,159,,Gold,8,13,18,36,,4,0,3,3.071629978,864.854377,2,6,1,48,39.31646145,4,60.09796747,2,0,0.324657057,3,49,,4,2,0
C5990,BFSI,EMEA,SubIndustry_17,422.9789246,22,9543,Gold,26,23,11,10,0,3,1,4,82.3912275,790.5557203,0,11,no,33,32.20781091,3,45.5134762,3,2,0.995846894,10,-93,8,1,1,1
C5991,Retail,NA,SubIndustry_24,353.4727636,85,34645,Bronze,12,55,5,11,1,6,2,2,149.9133622,702.1354706,,3,Y,26,98.50274319,4,67.46801902,4,0,0.789236898,0,-66,7,2,1,0
C5992,Retail,LATAM,SubIndustry_9,286.9116521,166,20696,Gold,2,,38,34,0,10,,4,,697.4604891,2,2,no,24,53.39292921,3,60.62119707,4,1,,10,18,4,3,0,1
C5993,Retail,EMEA,SubIndustry_8,632.7786252,102,21827,Gold,4,25,30,,,5,1,3,172.9171506,452.2216541,0,5,1,24,6.597219023,,36.96237099,3,0,0.838601074,3,-32,2,4,2,1
C5994,BFSI,LATAM,SubIndustry_3,672.9031732,58,34434,Gold,,33,,23,0,5,1,4,,229.7729633,3,2,,13,39.55573584,6,90.49987888,3,0,0.537083378,20,77,7,5,0,0
C5995,Manufacturing,NA,SubIndustry_1,579.7874388,157,,Gold,33,21,10,17,0,,1,4,52.06150508,678.9628215,0,7,Y,30,70.67235122,2,40.25043865,1,0,0.937102619,5,29,10,5,0,0
C5996,Retail,EMEA,SubIndustry_18,334.3865614,110,14580,Bronze,28,17,25,,2,2,2,3,137.1037768,405.025423,1,6,,15,7.860391459,6,33.45311642,5,1,0.506898239,1,81,1,4,1,0
C5997,Technology,APAC,,566.146007,139,23230,,20,12,11,28,0,5,1,3,86.13689961,530.3001832,1,3,Y,37,30.89367201,4,,3,0,0.194339201,5,75,9,4,1,0
C5998,,APAC,SubIndustry_16,117.4643197,176,25922,Gold,4,20,19,22,0,1,2,3,,566.2823218,5,2,,31,65.93413975,2,51.00199253,2,0,0.050397829,3,-33,3,2,1,1
C5999,BFSI,LATAM,,764.6018537,,33134,Gold,21,40,32,1,2,2,1,4,34.15825801,434.1913312,1,4,no,18,77.74388202,2,52.89154472,1,0,,2,,9,5,0,0
C6000,Manufacturing,NA,SubIndustry_20,240.3699649,60,15140,Bronze,22,16,,11,0,1,0,2,100.4719022,234.5713137,1,10,no,27,85.20330966,3,42.18475476,4,0,0.610678839,1,,8,4,0,0
,BFSI,NA,SubIndustry_18,275.9082035,179,42081,Gold,50,18,21,35,2,2,2,5,64.55786106,,2,,0,11,59.21385504,6,25.6631804,3,0,0.479903926,20,60,3,,,0
C6002,Technology,EMEA,SubIndustry_18,523.0584539,167,42503,Gold,13,,,15,1,6,2,2,101.5276477,506.7209997,0,8,,11,56.45679301,1,36.598621,3,0,0.046112307,3,-89,5,1,2,0
C6003,Manufacturing,NA,SubIndustry_25,540.831912,134,36594,Gold,14,18,49,18,2,4,1,2,79.56800122,763.7440496,4,7,Y,10,28.60684464,2,,1,0,,1,-5,7,1,0,0
C6004,BFSI,LATAM,SubIndustry_21,485.4502803,30,17740,Silver,23,27,2,38,0,3,0,5,125.259074,896.6798656,0,5,no,28,56.67495554,,,2,0,0.291558441,5,32,4,4,0,0
C6005,Pharma,NA,SubIndustry_18,277.9744118,107,2111,Bronze,18,4,22,,0,,2,1,192.8812753,,0,6,N,8,83.31456101,2,49.13787139,4,1,0.570582272,0,86,10,,2,0
C6006,Retail,EMEA,SubIndustry_18,726.6695987,129,42381,Bronze,18,31,11,20,0,3,2,2,126.0322348,472.7248354,1,3,0,19,39.95342909,2,,4,0,0.977937656,5,18,2,4,2,0
C6007,BFSI,NA,SubIndustry_14,162.8101598,86,41376,Bronze,2,22,41,2,,1,1,3,116.3175369,537.5856311,2,10,1,40,94.27015421,4,,1,0,0.000291459,1,92,8,1,1,0
C6008,Manufacturing,EMEA,SubIndustry_24,203.3462019,9,45333,Gold,26,30,,,1,3,0,3,97.05704686,1033.704748,3,5,Y,7,7.320593535,1,48.84612182,2,0,0.929343715,2,-44,3,2,2,0
C6009,BFSI,NA,SubIndustry_17,478.6034456,173,9893,Bronze,17,,30,4,1,4,3,,155.5214939,877.8640209,0,6,1,14,94.64718491,4,66.62390061,2,,0.40362027,3,-48,2,4,2,0
C6010,Technology,NA,SubIndustry_16,247.1532036,136,44454,Gold,0,8,,28,1,7,1,,129.6695885,601.3468213,4,3,yes,48,15.65902,4,51.62170547,4,1,0.364778183,2,53,4,1,2,0
,Technology,NA,,744.5250553,34,46108,,11,14,28,8,0,2,2,3,105.4949666,608.5594944,,9,,7,90.30857555,5,,,0,0.956450749,0,32,10,1,1,0
,Pharma,NA,SubIndustry_23,,136,12131,Silver,1,1,33,2,1,5,5,3,,778.9568714,1,5,,4,24.49423818,2,53.58728808,3,0,0.312963595,3,-6,3,2,1,0
C6013,Retail,LATAM,SubIndustry_28,811.4054304,140,785,Gold,18,11,11,24,2,5,,8,169.030183,914.6291966,2,7,0,27,20.99365526,5,54.32485094,1,0,0.348391485,3,18,10,5,1,0
C6014,Retail,NA,SubIndustry_13,707.0244332,43,11854,Gold,41,15,12,38,0,6,1,,45.5171346,668.637751,,8,Y,46,84.12794496,3,16.31473556,2,1,0.615677467,3,-30,5,5,0,0
C6015,Technology,,SubIndustry_18,747.0111471,105,12290,,8,45,35,12,1,3,1,1,148.9709246,383.9972164,2,,0,19,39.46656647,4,36.73124643,,0,0.053141914,2,-71,6,3,0,1
C6016,,LATAM,SubIndustry_22,,56,16410,Bronze,18,30,,24,1,2,1,2,,802.2206349,0,2,0,8,82.45116664,5,48.46296546,2,0,0.482167299,2,-40,,1,2,1
C6017,Retail,,,516.2455848,31,36294,Gold,20,2,8,25,1,4,1,1,137.4355956,644.1880186,1,6,1,23,,0,86.85309238,3,0,,2,-96,8,5,,0
,Retail,LATAM,SubIndustry_10,297.4050808,170,14943,Gold,40,2,26,36,1,4,3,3,121.3651258,,,7,0,45,2.544815024,3,,5,0,,,30,4,5,,0
,BFSI,LATAM,SubIndustry_10,479.3984248,161,3181,Silver,19,55,32,30,1,6,2,1,104.315624,767.0571145,2,5,yes,45,83.88396486,1,65.15384274,,0,0.787542953,3,-36,7,2,2,0
C6020,Retail,EMEA,,386.6668789,19,41669,Gold,2,24,22,10,1,3,3,5,25.87898624,679.1446317,0,,0,18,73.39690885,4,46.25692338,4,0,0.676817722,2,-76,7,,2,1
,Technology,EMEA,SubIndustry_7,,113,3173,,58,4,7,3,0,10,,3,96.65544734,857.2698636,3,5,no,12,37.14407241,2,14.62887012,1,0,0.557661511,0,-21,2,3,2,1
